"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","POP","POParr"
"76506","Pommeréval","76680","POMMEREVAL","28","76",421,421
"76507","Ponts-et-Marais","76260","PONTS ET MARAIS","28","76",786,786
"76508","La Poterie-Cap-d'Antifer","76280","LA POTERIE CAP D ANTIFER","28","76",445,445
"76509","Préaux","76160","PREAUX","28","76",1727,1727
"76510","Prétot-Vicquemare","76560","PRETOT VICQUEMARE","28","76",190,190
"76511","Preuseville","76660","PREUSEVILLE","28","76",124,124
"76512","Puisenval","76660","PUISENVAL","28","76",28,28
"76513","Quevillon","76840","QUEVILLON","28","76",598,598
"76514","Quévreville-la-Poterie","76520","QUEVREVILLE LA POTERIE","28","76",952,952
"76515","Quiberville","76860","QUIBERVILLE","28","76",550.000000000001,550
"76516","Quièvrecourt","76270","QUIEVRECOURT","28","76",461.000000000001,461
"76517","Quincampoix","76230","QUINCAMPOIX","28","76",2975,2975
"76518","Raffetot","76210","RAFFETOT","28","76",500,500
"76519","Rainfreville","76730","RAINFREVILLE","28","76",85.0000000000003,85
"76520","Réalcamp","76340","REALCAMP","28","76",666,666
"76521","Rebets","76750","REBETS","28","76",142,142
"76522","La Remuée","76430","LA REMUEE","28","76",1306,1306
"76523","Rétonval","76340","RETONVAL","28","76",197,197
"76524","Reuville","76560","REUVILLE","28","76",129,129
"76525","Ricarville","76640","RICARVILLE","28","76",325.999999999999,325
"76526","Ricarville-du-Val","76510","RICARVILLE DU VAL","28","76",162,162
"76527","Richemont","76390","RICHEMONT","28","76",485.000000000001,485
"76528","Rieux","76340","RIEUX","28","76",643,643
"76529","Riville","76540","RIVILLE","28","76",325.000000000001,325
"76530","Robertot","76560","ROBERTOT","28","76",199,199
"76531","Rocquefort","76640","ROCQUEFORT","28","76",311,311
"76532","Rocquemont","76680","ROCQUEMONT","28","76",816,816
"76533","Rogerville","76700","ROGERVILLE","28","76",1234,1234
"76534","Rolleville","76133","ROLLEVILLE","28","76",1124,1124
"76535","Roncherolles-en-Bray","76440","RONCHEROLLES EN BRAY","28","76",478,478
"76536","Roncherolles-sur-le-Vivier","76160","RONCHEROLLES SUR LE VIVIER","28","76",1075,1075
"76537","Ronchois","76390","RONCHOIS","28","76",167,167
"76538","Rosay","76680","ROSAY","28","76",272,272
"76540","Rouen","76000","ROUEN","28","76",110755,110755
"76540","Rouen","76100","ROUEN","28","76",110755,110755
"76541","Roumare","76480","ROUMARE","28","76",1428,1428
"76542","Routes","76560","ROUTES","28","76",245,245
"76543","Rouville","76210","ROUVILLE","28","76",628,628
"76544","Rouvray-Catillon","76440","ROUVRAY CATILLON","28","76",230,230
"76545","Rouxmesnil-Bouteilles","76370","ROUXMESNIL BOUTEILLES","28","76",1935,1935
"76546","Royville","76730","ROYVILLE","28","76",271,271
"76547","La Rue-Saint-Pierre","76690","LA RUE ST PIERRE","28","76",772,772
"76548","Ry","76116","RY","28","76",772.000000000004,772
"76549","Saâne-Saint-Just","76730","SAANE ST JUST","28","76",157,157
"76550","Sahurs","76113","SAHURS","28","76",1290,1290
"76551","Sainneville","76430","SAINNEVILLE","28","76",833,833
"76552","Sainte-Adresse","76310","STE ADRESSE","28","76",7350.99999999999,7350
"76553","Sainte-Agathe-d'Aliermont","76660","STE AGATHE D ALIERMONT","28","76",315,315
"76554","Saint-Aignan-sur-Ry","76116","ST AIGNAN SUR RY","28","76",324,324
"76555","Saint-André-sur-Cailly","76690","ST ANDRE SUR CAILLY","28","76",867.000000000002,867
"76556","Saint-Antoine-la-Forêt","76170","ST ANTOINE LA FORET","28","76",1036,1036
"76557","Saint-Arnoult","76490","ST ARNOULT","28","76",1313.99999999999,1313
"76558","Saint-Aubin-Celloville","76520","ST AUBIN CELLOVILLE","28","76",951.000000000003,951
"76559","Saint-Aubin-de-Crétot","76190","ST AUBIN DE CRETOT","28","76",575.000000000003,575
"76560","Saint-Aubin-Épinay","76160","ST AUBIN EPINAY","28","76",1019,1019
"76561","Saint-Aubin-lès-Elbeuf","76410","ST AUBIN LES ELBEUF","28","76",8166.99999999999,8166
"76562","Saint-Aubin-le-Cauf","76510","ST AUBIN LE CAUF","28","76",911,911
"76563","Saint-Aubin-Routot","76430","ST AUBIN ROUTOT","28","76",1902,1902
"76564","Saint-Aubin-sur-Mer","76740","ST AUBIN SUR MER","28","76",216,216
"76565","Saint-Aubin-sur-Scie","76550","ST AUBIN SUR SCIE","28","76",1109,1109
"76566","Sainte-Austreberthe","76570","STE AUSTREBERTHE","28","76",615,615
"76567","Sainte-Beuve-en-Rivière","76270","STE BEUVE EN RIVIERE","28","76",181,181
"76568","Saint-Clair-sur-les-Monts","76190","ST CLAIR SUR LES MONTS","28","76",627.000000000001,627
"76569","Sainte-Colombe","76460","STE COLOMBE","28","76",203.999999999999,203
"76570","Saint-Crespin","76590","ST CRESPIN","28","76",289,289
"76571","Sainte-Croix-sur-Buchy","76750","STE CROIX SUR BUCHY","28","76",686.999999999998,686
"76572","Saint-Denis-d'Aclon","76860","ST DENIS D ACLON","28","76",140,140
"76573","Saint-Denis-le-Thiboult","76116","ST DENIS LE THIBOULT","28","76",513,513
"76574","Saint-Denis-sur-Scie","76890","ST DENIS SUR SCIE","28","76",628.999999999999,628
"76575","Saint-Étienne-du-Rouvray","76800","ST ETIENNE DU ROUVRAY","28","76",28738,28738
"76576","Saint-Eustache-la-Forêt","76210","ST EUSTACHE LA FORET","28","76",1051,1051
"76577","Sainte-Foy","76590","STE FOY","28","76",568,568
"76578","Sainte-Geneviève","76440","STE GENEVIEVE","28","76",294.000000000001,294
"76580","Saint-Georges-sur-Fontaine","76690","ST GEORGES SUR FONTAINE","28","76",913.000000000003,913
"76581","Saint-Germain-des-Essourts","76750","ST GERMAIN DES ESSOURTS","28","76",402,402
"76582","Saint-Germain-d'Étables","76590","ST GERMAIN D ETABLES","28","76",269,269
"76583","Saint-Germain-sous-Cailly","76690","ST GERMAIN SOUS CAILLY","28","76",348.000000000001,348
"76584","Saint-Germain-sur-Eaulne","76270","ST GERMAIN SUR EAULNE","28","76",189,189
"76585","Saint-Gilles-de-Crétot","76490","ST GILLES DE CRETOT","28","76",434.999999999998,434
"76586","Saint-Gilles-de-la-Neuville","76430","ST GILLES DE LA NEUVILLE","28","76",667.999999999998,667
"76587","Sainte-Hélène-Bondeville","76400","STE HELENE BONDEVILLE","28","76",689,689
"76588","Saint-Hellier","76680","ST HELLIER","28","76",440,440
"76589","Saint-Honoré","76590","ST HONORE","28","76",178,178
"76590","Saint-Jacques-d'Aliermont","76510","ST JACQUES D ALIERMONT","28","76",370,370
"76591","Saint-Jacques-sur-Darnétal","76160","ST JACQUES SUR DARNETAL","28","76",2577,2577
"76592","Saint-Jean-de-Folleville","76170","ST JEAN DE FOLLEVILLE","28","76",831.999999999996,831
"76593","Saint-Jean-de-la-Neuville","76210","ST JEAN DE LA NEUVILLE","28","76",552,552
"76594","Saint-Jean-du-Cardonnay","76150","ST JEAN DU CARDONNAY","28","76",1356,1356
"76595","Saint-Jouin-Bruneval","76280","ST JOUIN BRUNEVAL","28","76",1891,1891
"76596","Saint-Laurent-de-Brèvedent","76700","ST LAURENT DE BREVEDENT","28","76",1412,1412
"76597","Saint-Laurent-en-Caux","76560","ST LAURENT EN CAUX","28","76",770,770
"76598","Saint-Léger-aux-Bois","76340","ST LEGER AUX BOIS","28","76",515.999999999998,515
"76599","Saint-Léger-du-Bourg-Denis","76160","ST LEGER DU BOURG DENIS","28","76",3452,3452
"76600","Saint-Léonard","76400","ST LEONARD","28","76",1813,1813
"76602","Saint-Maclou-de-Folleville","76890","ST MACLOU DE FOLLEVILLE","28","76",639.999999999999,639
"76603","Saint-Maclou-la-Brière","76110","ST MACLOU LA BRIERE","28","76",496.000000000001,496
"76604","Saint-Mards","76730","ST MARDS","28","76",196,196
"76605","Sainte-Marguerite-sur-Mer","76119","STE MARGUERITE SUR MER","28","76",491,491
"76606","Morienne","76390","MORIENNE","28","76",174,174
"76607","Sainte-Marguerite-sur-Fauville","76640","STE MARGUERITE SUR FAUVILLE","28","76",277,277
"76608","Sainte-Marguerite-sur-Duclair","76480","STE MARGUERITE SUR DUCLAIR","28","76",1952,1952
"76609","Sainte-Marie-au-Bosc","76280","STE MARIE AU BOSC","28","76",353,353
"76610","Sainte-Marie-des-Champs","76190","STE MARIE DES CHAMPS","28","76",1501,1501
"76611","Saint-Martin-aux-Arbres","76760","ST MARTIN AUX ARBRES","28","76",327,327
"76612","Saint-Martin-au-Bosc","76340","ST MARTIN AU BOSC","28","76",218,218
"76613","Saint-Martin-aux-Buneaux","76450","ST MARTIN AUX BUNEAUX","28","76",667.999999999999,667
"76613","Saint-Martin-aux-Buneaux","76540","ST MARTIN AUX BUNEAUX","28","76",667.999999999999,667
"76614","Saint-Martin-de-Boscherville","76840","ST MARTIN DE BOSCHERVILLE","28","76",1480,1480
"76615","Saint-Martin-du-Bec","76133","ST MARTIN DU BEC","28","76",559,559
"76616","Saint-Martin-du-Manoir","76290","ST MARTIN DU MANOIR","28","76",1539,1539
"76617","Saint-Martin-du-Vivier","76160","ST MARTIN DU VIVIER","28","76",1697,1697
"76618","Saint-Martin-en-Campagne","76370","PETIT CAUX","28","76",1256,1256
"76618","Saint-Martin-en-Campagne","76630","PETIT CAUX","28","76",1256,1256
"76618","Saint-Martin-en-Campagne","76910","PETIT CAUX","28","76",1256,1256
"76619","Saint-Martin-le-Gaillard","76260","ST MARTIN LE GAILLARD","28","76",294.000000000001,294
"76620","Saint-Martin-l'Hortier","76270","ST MARTIN L HORTIER","28","76",273.999999999999,273
"76621","Saint-Martin-Osmonville","76680","ST MARTIN OSMONVILLE","28","76",1164,1164
"76622","Saint-Maurice-d'Ételan","76330","ST MAURICE D ETELAN","28","76",313,313
"76623","Saint-Michel-d'Halescourt","76440","ST MICHEL D HALESCOURT","28","76",104,104
"76624","Saint-Nicolas-d'Aliermont","76510","ST NICOLAS D ALIERMONT","28","76",3616,3616
"76626","Saint-Nicolas-de-la-Haie","76490","ST NICOLAS DE LA HAIE","28","76",403.999999999999,403
"76627","Saint-Nicolas-de-la-Taille","76170","ST NICOLAS DE LA TAILLE","28","76",1427,1427
"76628","Saint-Ouen-du-Breuil","76890","ST OUEN DU BREUIL","28","76",778,778
"76629","Saint-Ouen-le-Mauger","76730","ST OUEN LE MAUGER","28","76",272,272
"76630","Saint-Ouen-sous-Bailly","76630","ST OUEN SOUS BAILLY","28","76",222,222
"76631","Saint-Paër","76480","ST PAER","28","76",1313,1313
"76632","Saint-Pierre-Bénouville","76890","ST PIERRE BENOUVILLE","28","76",342,342
"76634","Saint-Pierre-de-Manneville","76113","ST PIERRE DE MANNEVILLE","28","76",801,801
"76635","Saint-Pierre-des-Jonquières","76660","ST PIERRE DES JONQUIERES","28","76",91,91
"76636","Saint-Pierre-de-Varengeville","76480","ST PIERRE DE VARENGEVILLE","28","76",2244,2244
"76637","Saint-Pierre-en-Port","76540","ST PIERRE EN PORT","28","76",867.000000000002,867
"76638","Saint-Pierre-en-Val","76260","ST PIERRE EN VAL","28","76",1113,1113
"76639","Saint-Pierre-Lavis","76640","ST PIERRE LAVIS","28","76",241.999999999999,241
"76640","Saint-Pierre-lès-Elbeuf","76320","ST PIERRE LES ELBEUF","28","76",8310.99999999999,8310
"76641","Saint-Pierre-le-Vieux","76740","ST PIERRE LE VIEUX","28","76",196,196
"76642","Saint-Pierre-le-Viger","76740","ST PIERRE LE VIGER","28","76",259,259
"76644","Saint-Rémy-Boscrocourt","76260","ST REMY BOSCROCOURT","28","76",789,789
"76645","Saint-Riquier-en-Rivière","76340","ST RIQUIER EN RIVIERE","28","76",162,162
"76646","Saint-Riquier-ès-Plains","76460","ST RIQUIER ES PLAINS","28","76",587,587
"76647","Saint-Romain-de-Colbosc","76430","ST ROMAIN DE COLBOSC","28","76",3930,3930
"76648","Saint-Saëns","76680","ST SAENS","28","76",2541.00000000001,2541
"76649","Saint-Saire","76270","ST SAIRE","28","76",637,637
"76650","Saint-Sauveur-d'Émalleville","76110","ST SAUVEUR D EMALLEVILLE","28","76",1191,1191
"76651","Saint-Sylvain","76460","ST SYLVAIN","28","76",181.999999999999,181
"76652","Saint-Vaast-d'Équiqueville","76510","ST VAAST D EQUIQUEVILLE","28","76",723.999999999999,723
"76653","Saint-Vaast-Dieppedalle","76450","ST VAAST DIEPPEDALLE","28","76",355,355
"76654","Saint-Vaast-du-Val","76890","ST VAAST DU VAL","28","76",474,474
"76655","Saint-Valery-en-Caux","76460","ST VALERY EN CAUX","28","76",4254,4254
"76656","Saint-Victor-l'Abbaye","76890","ST VICTOR L ABBAYE","28","76",765.999999999997,765
"76657","Saint-Vigor-d'Ymonville","76430","ST VIGOR D YMONVILLE","28","76",1078,1078
"76658","Saint-Vincent-Cramesnil","76430","ST VINCENT CRAMESNIL","28","76",622,622
"76660","Sandouville","76430","SANDOUVILLE","28","76",800,800
"76662","Sassetot-le-Malgardé","76730","SASSETOT LE MALGARDE","28","76",109,109
"76663","Sassetot-le-Mauconduit","76540","SASSETOT LE MAUCONDUIT","28","76",1056,1056
"76664","Sasseville","76450","SASSEVILLE","28","76",276,276
"76665","Sauchay","76630","SAUCHAY","28","76",410,410
"76666","Saumont-la-Poterie","76440","SAUMONT LA POTERIE","28","76",405,405
"76667","Sauqueville","76550","SAUQUEVILLE","28","76",376.999999999999,376
"76668","Saussay","76760","SAUSSAY","28","76",361,361
"76669","Sausseuzemare-en-Caux","76110","SAUSSEUZEMARE EN CAUX","28","76",423,423
"76670","Senneville-sur-Fécamp","76400","SENNEVILLE SUR FECAMP","28","76",822.000000000002,822
"76671","Sept-Meules","76260","SEPT MEULES","28","76",168,168
"76672","Serqueux","76440","SERQUEUX","28","76",999.999999999998,999
"76673","Servaville-Salmonville","76116","SERVAVILLE SALMONVILLE","28","76",1081,1081
"76674","Sévis","76850","SEVIS","28","76",381,381
"76675","Sierville","76690","SIERVILLE","28","76",1001,1001
"76676","Sigy-en-Bray","76780","SIGY EN BRAY","28","76",738,738
"76677","Smermesnil","76660","SMERMESNIL","28","76",421,421
"76678","Sommery","76440","SOMMERY","28","76",850.999999999997,850
"76679","Sommesnil","76560","SOMMESNIL","28","76",96,96
"76680","Sorquainville","76540","SORQUAINVILLE","28","76",184,184
"76681","Sotteville-lès-Rouen","76300","SOTTEVILLE LES ROUEN","28","76",28704,28704
"76682","Sotteville-sous-le-Val","76410","SOTTEVILLE SOUS LE VAL","28","76",783,783
"76683","Sotteville-sur-Mer","76740","SOTTEVILLE SUR MER","28","76",360.999999999999,360
"76684","Tancarville","76430","TANCARVILLE","28","76",1346,1346
"76685","Thérouldeville","76540","THEROULDEVILLE","28","76",665.000000000001,665
"76686","Theuville-aux-Maillots","76540","THEUVILLE AUX MAILLOTS","28","76",521,521
"76688","Thiergeville","76540","THIERGEVILLE","28","76",403.999999999999,403
"76689","Thiétreville","76540","THIETREVILLE","28","76",388.000000000001,388
"76690","Thil-Manneville","76730","THIL MANNEVILLE","28","76",571,571
"76691","Le Thil-Riberpré","76440","LE THIL RIBERPRE","28","76",226.999999999999,226
"76692","Thiouville","76450","THIOUVILLE","28","76",286,286
"76693","Le Tilleul","76790","LE TILLEUL","28","76",694,694
"76694","Tocqueville-en-Caux","76730","TOCQUEVILLE EN CAUX","28","76",125,125
"76695","Tocqueville-les-Murs","76110","TOCQUEVILLE LES MURS","28","76",308.000000000001,308
"76697","Torcy-le-Grand","76590","TORCY LE GRAND","28","76",736,736
"76698","Torcy-le-Petit","76590","TORCY LE PETIT","28","76",508.999999999998,508
"76699","Le Torp-Mesnil","76560","LE TORP MESNIL","28","76",386,386
"76700","Tôtes","76890","TOTES","28","76",1508,1508
"76702","Touffreville-la-Corbeline","76190","TOUFFREVILLE LA CORBELINE","28","76",808,808
"76703","Touffreville-sur-Eu","76910","TOUFFREVILLE SUR EU","28","76",199,199
"76705","Tourville-la-Rivière","76410","TOURVILLE LA RIVIERE","28","76",2478,2478
"76706","Tourville-les-Ifs","76400","TOURVILLE LES IFS","28","76",544,544
"76707","Tourville-sur-Arques","76550","TOURVILLE SUR ARQUES","28","76",1232,1232
"76708","Toussaint","76400","TOUSSAINT","28","76",766.000000000004,766
"76709","Le Trait","76580","LE TRAIT","28","76",5195,5195
"76710","Trémauville","76640","TREMAUVILLE","28","76",102,102
"76711","Le Tréport","76470","LE TREPORT","28","76",5116.00000000001,5116
"76712","La Trinité-du-Mont","76170","LA TRINITE DU MONT","28","76",793.999999999999,793
"76714","Les Trois-Pierres","76430","LES TROIS PIERRES","28","76",702,702
"76715","Trouville","76210","TROUVILLE","28","76",639,639
"76716","Turretot","76280","TURRETOT","28","76",1519.99999999999,1519
"76717","Val-de-la-Haye","76380","VAL DE LA HAYE","28","76",705,705
"76718","Valliquerville","76190","VALLIQUERVILLE","28","76",1321,1321
"76719","Valmont","76540","VALMONT","28","76",925.999999999998,925
"76720","Varengeville-sur-Mer","76119","VARENGEVILLE SUR MER","28","76",1005,1005
"76721","Varneville-Bretteville","76890","VARNEVILLE BRETTEVILLE","28","76",313,313
"76723","Vassonville","76890","VASSONVILLE","28","76",424,424
"76724","Vatierville","76270","VATIERVILLE","28","76",126,126
"76725","Vattetot-sous-Beaumont","76110","VATTETOT SOUS BEAUMONT","28","76",581.999999999997,581
"76726","Vattetot-sur-Mer","76111","VATTETOT SUR MER","28","76",327.999999999999,327
"76727","Vatteville-la-Rue","76940","VATTEVILLE LA RUE","28","76",1116.99999999999,1116
"76728","La Vaupalière","76150","LA VAUPALIERE","28","76",948,948
"76729","Veauville-lès-Baons","76190","VEAUVILLE LES BAONS","28","76",766.999999999999,766
"76730","Veauville-lès-Quelles","76560","VEAUVILLE LES QUELLES","28","76",114,114
"76731","Vénestanville","76730","VENESTANVILLE","28","76",182,182
"76732","Butot-Vénesville","76450","BUTOT VENESVILLE","28","76",248,248
"76733","Ventes-Saint-Rémy","76680","VENTES ST REMY","28","76",225,225
"76734","Vergetot","76280","VERGETOT","28","76",433,433
"76735","Veules-les-Roses","76980","VEULES LES ROSES","28","76",558,558
"76736","Veulettes-sur-Mer","76450","VEULETTES SUR MER","28","76",303.000000000001,303
"76737","Vibeuf","76760","VIBEUF","28","76",647.999999999998,647
"76738","Vieux-Manoir","76750","VIEUX MANOIR","28","76",708,708
"76739","Vieux-Rouen-sur-Bresle","76390","VIEUX ROUEN SUR BRESLE","28","76",631,631
"76740","La Vieux-Rue","76160","LA VIEUX RUE","28","76",552,552
"76741","Villainville","76280","VILLAINVILLE","28","76",330.000000000001,330
"76743","Villers-Écalles","76360","VILLERS ECALLES","28","76",1777,1777
"76744","Villers-sous-Foucarmont","76340","VILLERS SOUS FOUCARMONT","28","76",197,197
"76745","Villy-sur-Yères","76260","VILLY SUR YERES","28","76",201,201
"76746","Vinnemerville","76540","VINNEMERVILLE","28","76",218,218
"76747","Virville","76110","VIRVILLE","28","76",361,361
"76748","Vittefleur","76450","VITTEFLEUR","28","76",627.999999999998,627
"76749","Wanchy-Capval","76660","WANCHY CAPVAL","28","76",346,346
"76750","Yainville","76480","YAINVILLE","28","76",1082,1082
"76751","Yébleron","76640","YEBLERON","28","76",1387,1387
"76752","Yerville","76760","YERVILLE","28","76",2447.00000000001,2447
"76753","Ymare","76520","YMARE","28","76",1158,1158
"76754","Yport","76111","YPORT","28","76",884.000000000003,884
"76755","Ypreville-Biville","76540","YPREVILLE BIVILLE","28","76",576,576
"76756","Yquebeuf","76690","YQUEBEUF","28","76",252,252
"76757","Yvecrique","76560","YVECRIQUE","28","76",667.999999999999,667
"76758","Yvetot","76190","YVETOT","28","76",11849,11849
"76759","Yville-sur-Seine","76530","YVILLE SUR SEINE","28","76",483.999999999999,483
"77001","Achères-la-Forêt","77760","ACHERES LA FORET","11","77",1201,1201
"77002","Amillis","77120","AMILLIS","11","77",813,813
"77003","Amponville","77760","AMPONVILLE","11","77",388,388
"77004","Andrezel","77390","ANDREZEL","11","77",284,284
"77005","Annet-sur-Marne","77410","ANNET SUR MARNE","11","77",3244.99999999999,3244
"77006","Arbonne-la-Forêt","77630","ARBONNE LA FORET","11","77",1040,1040
"77007","Argentières","77390","ARGENTIERES","11","77",392.999999999999,392
"77008","Armentières-en-Brie","77440","ARMENTIERES EN BRIE","11","77",1337,1337
"77009","Arville","77890","ARVILLE","11","77",121,121
"77010","Aubepierre-Ozouer-le-Repos","77720","AUBEPIERRE OZOUER LE REPOS","11","77",881,881
"77011","Aufferville","77570","AUFFERVILLE","11","77",541.999999999998,541
"77012","Augers-en-Brie","77560","AUGERS EN BRIE","11","77",305,305
"77013","Aulnoy","77120","AULNOY","11","77",378.999999999999,378
"77014","Avon","77210","AVON","11","77",13761,13761
"77015","Baby","77480","BABY","11","77",98.9999999999998,98
"77016","Bagneaux-sur-Loing","77167","BAGNEAUX SUR LOING","11","77",1690,1690
"77018","Bailly-Romainvilliers","77700","BAILLY ROMAINVILLIERS","11","77",7368,7368
"77019","Balloy","77118","BALLOY","11","77",327.999999999999,327
"77020","Bannost-Villegagnon","77970","BANNOST VILLEGAGNON","11","77",673,673
"77021","Barbey","77130","BARBEY","11","77",167.000000000001,167
"77022","Barbizon","77630","BARBIZON","11","77",1277,1277
"77023","Barcy","77910","BARCY","11","77",275,275
"77024","Bassevelle","77750","BASSEVELLE","11","77",342,342
"77025","Bazoches-lès-Bray","77118","BAZOCHES LES BRAY","11","77",841,841
"77026","Beauchery-Saint-Martin","77560","BEAUCHERY ST MARTIN","11","77",411,411
"77027","Beaumont-du-Gâtinais","77890","BEAUMONT DU GATINAIS","11","77",1167,1167
"77028","Beautheil","77120","BEAUTHEIL","11","77",736,736
"77029","Beauvoir","77390","BEAUVOIR","11","77",197,197
"77030","Bellot","77510","BELLOT","11","77",781,781
"77031","Bernay-Vilbert","77540","BERNAY VILBERT","11","77",844.999999999998,844
"77032","Beton-Bazoches","77320","BETON BAZOCHES","11","77",874,874
"77033","Bezalles","77970","BEZALLES","11","77",252,252
"77034","Blandy","77115","BLANDY","11","77",701,701
"77035","Blennes","77940","BLENNES","11","77",566,566
"77036","Boisdon","77970","BOISDON","11","77",121,121
"77037","Bois-le-Roi","77590","BOIS LE ROI","11","77",5617.00000000001,5617
"77038","Boissettes","77350","BOISSETTES","11","77",441.999999999999,441
"77039","Boissise-la-Bertrand","77350","BOISSISE LA BERTRAND","11","77",1159,1159
"77040","Boissise-le-Roi","77310","BOISSISE LE ROI","11","77",3776,3776
"77041","Boissy-aux-Cailles","77760","BOISSY AUX CAILLES","11","77",307,307
"77042","Boissy-le-Châtel","77169","BOISSY LE CHATEL","11","77",3105,3105
"77043","Boitron","77750","BOITRON","11","77",389.999999999999,389
"77044","Bombon","77720","BOMBON","11","77",860,860
"77045","Bougligny","77570","BOUGLIGNY","11","77",730,730
"77046","Boulancourt","77760","BOULANCOURT","11","77",377.000000000002,377
"77047","Bouleurs","77580","BOULEURS","11","77",1463,1463
"77048","Bourron-Marlotte","77780","BOURRON MARLOTTE","11","77",2690,2690
"77049","Boutigny","77470","BOUTIGNY","11","77",877,877
"77050","Bransles","77620","BRANSLES","11","77",538,538
"77051","Bray-sur-Seine","77480","BRAY SUR SEINE","11","77",2294,2294
"77052","Bréau","77720","BREAU","11","77",335,335
"77053","Brie-Comte-Robert","77170","BRIE COMTE ROBERT","11","77",16529,16529
"77054","La Brosse-Montceaux","77940","LA BROSSE MONTCEAUX","11","77",769,769
"77055","Brou-sur-Chantereine","77177","BROU SUR CHANTEREINE","11","77",4413.99999999999,4413
"77056","Burcy","77760","BURCY","11","77",162,162
"77057","Bussières","77750","BUSSIERES","11","77",501,501
"77058","Bussy-Saint-Georges","77600","BUSSY ST GEORGES","11","77",25419,25419
"77059","Bussy-Saint-Martin","77600","BUSSY ST MARTIN","11","77",719,719
"77060","Buthiers","77760","BUTHIERS","11","77",750,750
"77061","Cannes-Écluse","77130","CANNES ECLUSE","11","77",2580,2580
"77062","Carnetin","77400","CARNETIN","11","77",463.999999999999,463
"77063","La Celle-sur-Morin","77515","LA CELLE SUR MORIN","11","77",1290,1290
"77065","Cély","77930","CELY EN BIERE","11","77",1180,1180
"77066","Cerneux","77320","CERNEUX","11","77",317.000000000001,317
"77067","Cesson","77240","CESSON","11","77",9568,9568
"77068","Cessoy-en-Montois","77520","CESSOY EN MONTOIS","11","77",211,211
"77069","Chailly-en-Bière","77930","CHAILLY EN BIERE","11","77",1982,1982
"77070","Chailly-en-Brie","77120","CHAILLY EN BRIE","11","77",1462,1462
"77071","Chaintreaux","77460","CHAINTREAUX","11","77",917,917
"77072","Chalautre-la-Grande","77171","CHALAUTRE LA GRANDE","11","77",715,715
"77073","Chalautre-la-Petite","77160","CHALAUTRE LA PETITE","11","77",599.000000000001,599
"77075","Chalifert","77144","CHALIFERT","11","77",1280,1280
"77076","Chalmaison","77650","CHALMAISON","11","77",754,754
"77077","Chambry","77910","CHAMBRY","11","77",947,947
"77078","Chamigny","77260","CHAMIGNY","11","77",1376,1376
"77079","Champagne-sur-Seine","77430","CHAMPAGNE SUR SEINE","11","77",6288.99999999997,6288
"77080","Champcenest","77560","CHAMPCENEST","11","77",180,180
"77081","Champdeuil","77390","CHAMPDEUIL","11","77",712,712
"77082","Champeaux","77720","CHAMPEAUX","11","77",814,814
"77083","Champs-sur-Marne","77420","CHAMPS SUR MARNE","11","77",24913,24913
"77084","Changis-sur-Marne","77660","CHANGIS SUR MARNE","11","77",1107,1107
"77085","Chanteloup-en-Brie","77600","CHANTELOUP EN BRIE","11","77",2956,2956
"77086","La Chapelle-Gauthier","77720","LA CHAPELLE GAUTHIER","11","77",1474.00000000001,1474
"77087","La Chapelle-Iger","77540","LA CHAPELLE IGER","11","77",155,155
"77088","La Chapelle-la-Reine","77760","LA CHAPELLE LA REINE","11","77",2521,2521
"77089","La Chapelle-Rablais","77370","LA CHAPELLE RABLAIS","11","77",985,985
"77090","La Chapelle-Saint-Sulpice","77160","LA CHAPELLE ST SULPICE","11","77",231.999999999999,231
"77091","Les Chapelles-Bourbon","77610","LES CHAPELLES BOURBON","11","77",408.999999999999,408
"77093","La Chapelle-Moutils","77320","LA CHAPELLE MOUTILS","11","77",424.999999999999,424
"77094","Charmentray","77410","CHARMENTRAY","11","77",260,260
"77095","Charny","77410","CHARNY","11","77",1250,1250
"77096","Chartrettes","77590","CHARTRETTES","11","77",2602,2602
"77097","Chartronges","77320","CHARTRONGES","11","77",294.999999999999,294
"77098","Châteaubleau","77370","CHATEAUBLEAU","11","77",348.999999999998,348
"77099","Château-Landon","77570","CHATEAU LANDON","11","77",3197.99999999999,3197
"77100","Le Châtelet-en-Brie","77820","LE CHATELET EN BRIE","11","77",4417,4417
"77101","Châtenay-sur-Seine","77126","CHATENAY SUR SEINE","11","77",968.000000000004,968
"77102","Châtenoy","77167","CHATENOY","11","77",166,166
"77103","Châtillon-la-Borde","77820","CHATILLON LA BORDE","11","77",218.000000000001,218
"77104","Châtres","77610","CHATRES","11","77",622,622
"77106","Chauffry","77169","CHAUFFRY","11","77",1023,1023
"77107","Chaumes-en-Brie","77390","CHAUMES EN BRIE","11","77",2976,2976
"77108","Chelles","77500","CHELLES","11","77",53569,53569
"77109","Chenoise","77160","CHENOISE","11","77",1328,1328
"77110","Chenou","77570","CHENOU","11","77",313.999999999999,313
"77111","Chessy","77700","CHESSY","11","77",4679,4679
"77112","Chevrainvilliers","77760","CHEVRAINVILLIERS","11","77",221,221
"77113","Chevru","77320","CHEVRU","11","77",1096,1096
"77114","Chevry-Cossigny","77173","CHEVRY COSSIGNY","11","77",3964,3964
"77115","Chevry-en-Sereine","77710","CHEVRY EN SEREINE","11","77",516,516
"77116","Choisy-en-Brie","77320","CHOISY EN BRIE","11","77",1374,1374
